x1,x2,label
0.6476885381006925,-0.3427145165267695,good
-0.2341533747233359,-0.1612857116660091,good
-0.4634176928124622,-1.9187712152990413,good
-0.4657297535702568,-0.0265138754492168,good
-1.7249178325130328,-0.1923609647811225,good
-0.9080240755212108,1.1428228145150203,good
-1.4123037013352917,0.7519330326867741,good
1.465648768921554,0.7910319470430469,good
-0.2257763004865356,-0.9093874547947388,good
0.0675282046879238,1.4027943109360992,good
-1.4247481862134568,-1.4018510627922809,good
-0.5443827245251827,0.5868570938002703,good
0.110922589709866,2.1904556258099785,good
-1.1509935774223028,-0.9905363251306885,good
0.3756980183456719,-0.5662977296027719,good
-0.2916937497932768,-0.5034756541161992,good
-0.6017066122293969,-1.5506634310661327,good
-1.0577109289559004,0.4735924306351816,good
0.822544912103189,-0.9194242342338032,good
-1.2208436499710222,1.5499344050175394,good
0.2088635950047554,-0.7832532923362371,good
-1.959670123879776,-0.3220615162056756,good
-1.3281860488984305,0.8135172173696698,good
0.1968612358691235,-1.2308643164339552,good
0.1713682811899705,1.307142754282428,bad
-0.1156482823882405,-1.6074832345612275,good
-0.3011036955892888,0.1846338585323042,good
-0.7198442083947086,0.7818228717773104,good
-0.4606387709597875,-1.236950710878082,good
1.0571222262189155,-1.3204566130842763,good
0.3436182895684614,0.5219415656168976,good
0.324083969394795,0.2504928503458765,bad
-0.3850822804163165,0.3464482094969757,good
-0.6769220003059587,-0.6800247215784908,good
0.6116762888408679,0.2322536971610035,good
0.9312801191161986,-0.7143514180263678,good
-0.8392175232226385,1.8657745111447568,good
0.3312634314035639,-1.1913034972026486,good
-1.1063349740060282,1.158595579007404,good
-1.1962066240806708,-0.8206823183517105,good
1.356240028570823,0.4127809269364983,bad
-0.0720101215803338,0.82206015999449,good
1.0035328978920242,1.8967929826539476,bad
0.3616360250476341,-0.2453881160028705,good
-0.6451197546051243,-0.7537361643574896,good
0.3613956055084139,-0.8895144296255233,good
1.5646436558140062,0.3411519748166439,bad
0.8219025043752238,0.8271832490360238,good
0.0870470682381712,0.013001891877907,bad
-0.2990073504658674,1.4535340771573169,good
0.0917607765355023,-0.2646568332379561,good
-0.2196718878375119,0.6256673477650062,good
0.3571125715117464,-0.8571575564162826,bad
-0.5017570435845365,0.714000494092092,good
0.3287511096596844,-0.0728289126568727,bad
-0.5297602037670388,-0.846793718068405,good
0.5132674331133561,-1.5148472246858646,good
0.0970775493480403,-0.4465149520670211,good
-0.7020530938773524,0.2140937441302039,good
-0.3276621465977682,-1.245738778711988,good
-1.4635149481321186,0.3853173797288368,good
0.296120277064576,-0.883857436201133,good
0.2610552721798893,0.1537251059455279,good
0.0051134566424608,0.0582087184459998,good
-0.2345871333751469,-1.142970297830623,good
