f1,f2,f3,label
-0.14235884270194815,-3.079454862567734,0.7177891375009849,A
2.0572217375814947,0.7552232531837529,-1.5948300193507012,B
0.2832619411060342,-0.9289337758077025,-1.3835203115397186,A
1.329811978256545,-1.3933724362172217,0.1414797891686396,A
-0.1546218510474288,0.7399262081281386,0.7118921656326103,A
-0.06903085913008591,-1.8497851356628634,0.739132327484744,A
0.7551804850779186,0.7124710479796167,0.18370927109202068,A
0.8256466485126221,0.9050806457009959,-0.8302123242470223,A
-0.11306920970132295,0.5026517278119019,-0.7736475297986904,A
-2.367837594728107,0.20955905637951255,0.26680379406375904,B
-0.167049432606533,-0.11217658684923669,0.713833955944799,A
0.6853979675127337,-0.48380827730648135,-0.8704169766825615,B
0.02350010848492948,-1.0819764440333706,-0.6716633970547985,A
0.4562012794911179,2.368574331091249,-0.5854732232713402,A
0.2704927820664171,-0.44460942382616997,0.06441652526228624,B
-1.4350081438664337,-0.9234605942571376,-0.9336276433661554,A
0.8828171461847689,-0.09324987227772952,-0.007768460202363243,B
-0.5800816639402705,0.5775801862228429,0.21429920460053645,A
-0.5015653039496065,1.0207711947575215,0.5171284980018883,A
0.5909532944575228,-0.2280195473893585,0.4608576783475257,A
-0.7316162504528693,-0.19028807381250762,-1.2474214887069381,A
0.2617554613715591,-0.8011593706625484,0.06548826059601008,B
-0.8557955790158159,-0.2560999127240749,0.44909890166583927,A
-0.18752591230309784,0.8652935249822905,-0.6835528613368861,A
-0.3734862894349501,-0.06213451571434471,-0.38926162199841013,A
-0.46197096665897835,-0.36709024848313376,1.3999999934355136,A
-0.816466104204386,0.17099594963382175,-1.9663333691014255,B
-0.04512330251340237,-0.7816821467867536,2.171340147537321,B
0.1213277763043188,-2.1572057014606774,1.2232023879356095,A
0.9259527795225019,-0.4865862494152999,-0.29936138153327524,B
-0.5738196962799621,-2.988826411877378,1.631257823337146,B
0.0527031100459612,-0.26444905324941026,-0.9576012255955503,A
2.2073105869160483,0.4115451165048963,0.5303766135216504,B
0.3918218694740633,0.987556058556475,-1.386152657772892,B
0.4827134277255191,0.5298899944359697,1.5808580435254778,A
0.43333402110636643,0.036283730189591024,-0.6331797390568101,A
-1.7042916942190418,-1.0256671413239054,0.8744789542022009,B
-0.24390806634902218,-1.0988122134372122,0.22177106319916082,A
-2.1397037912841474,-0.21000609149602417,-0.3614479307257168,A
0.8613226530440581,-0.8650284507034235,-0.5309799880069074,A
1.7002843976376079,-0.9621685226580008,2.5487747584778186,A
-0.5287848030992413,0.04465284616616452,-0.6586853394074219,A
1.7634779174485997,-0.8517165074065874,0.5459362772321905,A
-1.1216078275053154,-1.8167932902364916,0.6960425315463962,A
-1.1919341668290404,-0.21833847000631934,1.1673784417391952,B
0.552731917750563,-0.9496582806454397,1.1241040253822114,B
-0.8159809488656138,0.5175642924928466,-1.087188766146395,A
-0.4966468492282583,1.2939814873386182,0.008865911402175231,A
1.0862255633067737,0.760000946056519,0.6930353456641973,A
-0.9746752766781589,0.4364469590840538,0.32883437882364924,A
-0.28213581791058395,1.3656336378675444,-0.6698313767148151,B
-0.11721414993772097,-0.9808190995532232,-0.4455587963482773,B
0.37854726636081715,-0.57651990505656,-0.035499198550982346,B
0.7321946471782738,0.18550994279837033,-1.1129695113113147,B
-0.1035710346168526,-0.3956732965719965,-0.01817552927581219,B
-1.198706280157455,0.14517736545222226,0.6091204412096783,A
1.0100355762792643,-0.3781080311331059,0.5625012885714648,B
2.875360329874223,-0.2622422430487174,0.5291807589040294,A
0.820312643614911,-0.42732408704098335,-0.8763215730382253,A
0.5606115059345012,0.7440119126455771,-1.616617702848778,A
-0.3756421993107759,-0.1861557357369926,0.35876846157329045,B
