feature1,feature2,feature3,feature4,label
0.4967141530112327,0.3577873603482833,-1.594427658794367,0.7569886166453519,normal
-0.13826430117118466,0.5607845263682344,-0.5993750229537729,-0.9221653241776254,attack
0.6476885381006925,1.083051243175277,0.005243699718183166,0.8696059201056602,normal
1.5230298564080254,1.053802052034903,0.046980593764742055,1.355637858804951,normal
-0.23415337472333597,-1.377669367957091,-0.45006547147924364,0.41343490322370086,attack
-0.23413695694918055,-0.9378250399151228,0.6228499323474987,1.876795812558066,normal
1.5792128155073915,0.5150352672086598,-1.0676204293825944,-0.773789199103573,normal
0.7674347291529088,0.5137859509122088,-0.1423794850212935,-1.244654703311417,normal
-0.4694743859349521,0.5150476863060479,0.12029563171189886,-1.7787202489042786,normal
0.5425600435859647,3.852731490654721,0.514438834058749,1.496044311489183,attack
-0.46341769281246226,0.570890510693167,0.7116148780888898,0.6543656563540577,normal
-0.46572975357025687,1.135565640180599,-1.1246420918378692,-0.05558467091045507,normal
0.24196227156603412,0.9540017634932023,-1.5341141707356223,0.2799686263198203,normal
-1.913280244657798,0.651391251305798,1.277676821898509,-1.1254890472983765,attack
-1.7249178325130328,-0.3152692446403456,0.33231401197959165,2.4457519796168263,normal
-0.5622875292409727,0.7589692204932674,-0.7484865365565536,0.1292211819752275,attack
-1.0128311203344238,-0.7728252145375718,1.551151975522523,0.10939479460489289,attack
0.3142473325952739,-0.23681860674000887,0.11567463429285867,0.725766623898692,normal
-0.9080240755212109,-0.48536354782910346,1.1792971840638264,0.4810092317367132,normal
-1.4123037013352915,0.08187413938632256,0.06751848141010895,0.22388402427913137,normal
1.465648768921554,2.3146585666735087,2.060747924881987,-0.7904744554453119,attack
-0.22577630048653566,-1.867265192591748,1.7553408424432044,0.4714683571359957,normal
0.06752820468792384,0.6862601903745135,-0.2489641484790735,1.8820244964750337,normal
-1.4247481862134568,-1.6127158711896517,0.9715709509543554,1.3454200461549777,normal
-0.5443827245251827,-0.47193186578943347,0.6453759495851475,1.593186626639397,attack
0.11092258970986608,1.088950596967366,1.3686315575323487,-0.5112156764311852,attack
-1.1509935774223028,0.06428001909546277,-0.9649234605801045,-0.9896048202585809,attack
0.37569801834567196,-1.0777447779293061,0.6860514599984393,-0.12578692009964815,normal
-0.600638689918805,-0.7153037092599682,1.0584244868495878,0.055724912288694604,attack
-0.2916937497932768,0.6795977489346758,-1.7587394864231143,1.0941915184709485,normal
-0.6017066122293969,-0.7303666317171367,-1.183258512665775,-1.6924646297148194,normal
1.8522781845089378,0.21645858958197486,-2.0392321777601006,1.5295503194606137,normal
-0.013497224737933921,0.045571839903813784,-0.26940683444455776,-0.15800789857898942,attack
-1.0577109289559004,-0.6516003476058171,0.7175422557959623,-0.42688106994742003,normal
0.822544912103189,2.1439440893253257,1.502357052096028,-1.0121043752601675,attack
-1.2208436499710222,0.6339190223180112,0.07409478041977519,-1.6548566718657693,normal
0.2088635950047554,-2.025142586657607,1.6286155455712918,0.8231705839619146,normal
-1.9596701238797756,0.18645431476942764,-1.3801014582148914,0.07331796718840389,attack
-1.3281860488984305,-0.661786464768388,-1.7033824393551547,-1.2899608997410539,normal
48.11103312215525,0.852433334796224,-0.05554769889661878,-1.295078772063616,normal
0.7384665799954104,-0.7925207384327007,0.3840654489393073,-0.3357846992901282,normal
53.9208452970087,-0.11473644146689901,-0.03269474809409311,1.669021525289393,normal
-0.11564828238824053,0.5049872789804571,-2.0674421000398766,-0.2595913513636048,normal
-0.3011036955892888,0.8657551941701215,-0.08912003951278841,-1.5031429531181062,normal
-1.4785219903674274,-1.2002964070557762,-1.3044695005048532,-0.24574306408594432,normal
-0.7198442083947086,-0.3345012358409484,0.6696725488300385,-0.2727235697476705,normal
-0.4606387709597875,-0.4749453111609562,0.36659824609684827,-2.6968866429415717,attack
1.0571222262189157,-0.6533292325737119,-0.9398797863273552,-0.05429486651781221,attack
0.3436182895684614,1.7654542402810969,-0.5138669173366935,-0.23093453020867796,normal
-1.763040155362734,0.40498171096095553,-1.0592135218889516,0.6962063648134184,normal
0.324083969394795,-1.2608839543350452,-0.06267909727317188,1.8489560949453452,normal
-0.38508228041631654,0.9178619470547761,0.9551423205012383,1.1265650295477574,normal
-0.6769220003059587,2.1221561970126332,-0.9857260463355437,-0.26888869055483056,attack
0.6116762888408679,1.0324652605511468,0.5040465155178444,-1.1065259087416703,normal
1.030999522495951,-1.5193699659540134,-0.5302576183724408,2.5733598032498604,normal
0.9312801191161986,-0.48423407286625136,-0.7928728322623442,0.05921843401448826,normal
-0.8392175232226385,1.2669111491866227,-0.10703035995455783,0.013929291912946203,normal
-0.3092123758512146,-0.7076694656187807,-1.035242322419374,-0.024125087110003277,normal
0.33126343140356396,0.44381942814622843,-0.553649305347182,0.19808476076785494,normal
0.9755451271223592,0.7746340534293368,-1.1978778925888485,-0.14436041192394247,normal
-0.47917423784528995,-0.926930471578083,1.9647251329163893,-0.5736620068802363,attack
-0.18565897666381712,-0.05952535606180008,0.03526355197172861,-0.5468589412403921,normal
-1.1063349740060282,-3.2412673400690726,-0.6997255079925856,-0.03275327021599839,attack
-1.1962066240806708,-1.0243876413342898,0.213979910734222,-0.543424771133765,normal
0.812525822394198,-0.2525681513931603,-0.11232804969082982,-0.7128457826771644,normal
1.356240028570823,-1.2477831819648495,-0.22096959953322298,0.10643022769189683,normal
-0.07201012158033385,1.6324113039316352,0.6141667000434252,-0.2549772174208553,normal
1.0035328978920242,-1.4301413779606327,0.7575077100473051,1.5039929885826886,normal
0.36163602504763415,-0.44004448669698376,-0.5305011476105275,-2.650969808393012,normal
-0.6451197546051243,0.13074057728609134,-0.57581824064468,1.0915068519224618,normal
0.36139560550841393,1.4412732890661155,-0.275051697151644,1.246085192497629,normal
1.5380365664659692,-1.4358621511794394,-2.301921164735585,-2.0733902324081495,normal
-0.03582603910995154,1.1631637521549596,-1.5151910621985523,-0.34268759408034877,normal
1.5646436558140062,0.010233061019587049,1.3668742674445247,-0.37144086599579146,attack
-2.6197451040897444,-0.9815086510479509,1.6449677135012837,-1.4075116947178212,attack
0.8219025043752238,0.46210347426327075,-0.24903603955637832,-0.7778166875908753,attack
0.08704706823817122,0.19905969557347003,0.5765569630557664,-1.1105758454658288,attack
-0.29900735046586746,-0.6002168771587947,0.3112501545435361,1.7522704434236227,normal
0.0917607765355023,0.06980208499001891,3.0788808084552377,0.9356783931474612,normal
-1.9875689146008928,-0.3853135968617602,1.1195749114345768,1.2715550949941588,attack
-0.21967188783751193,0.11351734525124804,-0.12791759148076653,0.7216720640432351,normal
0.3571125715117464,0.6621306745210467,-0.9555404406004258,-1.1290517712172292,normal
1.477894044741516,1.586016816145352,-1.6064463202575725,-0.5245202662797737,attack
